Frame,Area,Perimeter,Aspect_Ratio,Time,Division_Speed
17,0.0,0.0,1.0,1.7000000000000002,30.0
17,1.0,4.0,1.0,1.7000000000000002,10.0
17,1.0,4.0,1.0,1.7000000000000002,0.0
17,0.0,2.0,0.5,1.7000000000000002,10.0
17,4.0,10.828427076339722,1.6666666666666667,1.7000000000000002,40.0
17,335.0,87.59797894954681,0.5454545454545454,1.7000000000000002,3310.0
17,0.0,0.0,1.0,1.7000000000000002,3350.0
17,223.5,91.01219248771667,0.6,1.7000000000000002,2235.0
17,65.0,71.45584369,0.3809523809523809,1.7000000000000002,1585.0
17,0.0,2.0,0.5,1.7000000000000002,650.0
17,0.5,3.414213538169861,1.0,1.7000000000000002,5.0
17,265.5,82.18376553058624,1.588235294117647,1.7000000000000002,2650.0
17,2.0,6.828427076339722,0.5,1.7000000000000002,2635.0
17,225.5,68.87005722522736,0.625,1.7000000000000002,2235.0
17,0.0,0.0,1.0,1.7000000000000002,2255.0
17,0.0,0.0,1.0,1.7000000000000002,0.0
17,0.0,0.0,1.0,1.7000000000000002,0.0
17,0.0,2.8284270763397217,1.0,1.7000000000000002,0.0
17,0.0,0.0,1.0,1.7000000000000002,0.0
17,0.0,10.0,0.1666666666666666,1.7000000000000002,0.0
17,73.5,44.041630148887634,1.3333333333333333,1.7000000000000002,735.0
17,0.0,0.0,1.0,1.7000000000000002,735.0
17,13.5,17.071067571640015,1.0,1.7000000000000002,135.0
17,0.5,3.414213538169861,1.0,1.7000000000000002,130.0
17,1.0,4.0,1.0,1.7000000000000002,5.0
17,69.5,44.38477599620819,2.0,1.7000000000000002,685.0
17,0.0,0.0,1.0,1.7000000000000002,695.0
17,3.5,25.899494767189022,2.75,1.7000000000000002,35.0
17,123.0,75.11269772052765,3.0,1.7000000000000002,1195.0
17,10.0,18.82842707633972,0.5,1.7000000000000002,1130.0
17,0.0,4.828427076339722,0.6666666666666666,1.7000000000000002,100.0
17,0.0,8.0,5.0,1.7000000000000002,0.0
17,1.0,12.828427076339722,3.5,1.7000000000000002,10.0
17,0.5,3.414213538169861,1.0,1.7000000000000002,5.0
17,0.0,0.0,1.0,1.7000000000000002,5.0
17,0.0,8.0,0.2,1.7000000000000002,0.0
17,0.0,0.0,1.0,1.7000000000000002,0.0
17,153642.0,2552.489455580712,1.3111111111111111,1.7000000000000002,1536420.0
17,153.0,78.62741661071777,1.3125,1.7000000000000002,1534890.0
18,2.5,7.414213538169861,1.0,1.8,1505.0
